code,name,subsector,purity,business_one_liner,price,quote_time,market_cap_yi,pe_dynamic_tencent,pb_tencent,revenue_2023_yi,net_profit_2023_yi,operating_cash_flow_2023_yi,roe_2023_pct,debt_asset_2023_pct,revenue_2024_yi,net_profit_2024_yi,operating_cash_flow_2024_yi,roe_2024_pct,debt_asset_2024_pct,revenue_2025_yi,net_profit_2025_yi,operating_cash_flow_2025_yi,roe_2025_pct,debt_asset_2025_pct,revenue_2025Q1_yi,net_profit_2025Q1_yi,operating_cash_flow_2025Q1_yi,roe_2025Q1_pct,debt_asset_2025Q1_pct,revenue_2026Q1_yi,net_profit_2026Q1_yi,operating_cash_flow_2026Q1_yi,roe_2026Q1_pct,debt_asset_2026Q1_pct,ocf_to_net_profit_2025,moat_stars,moat_rationale,valuation_status,roe_status,cash_status,debt_status,moat_status,cninfo_annual_title,cninfo_annual_date,cninfo_annual_detail_url,cninfo_annual_pdf_url,cninfo_annual_error,eastmoney_financial_url,tencent_quote_url,market_cap_crosscheck,source_note,pass_count,near_count,rule_eligible,coarse_score,input_layer1_rows,input_layer1_sha256,decision,decision_reason
300316,晶盛机电,光伏-加工设备,中,半导体装备、半导体衬底材料、耗材及零部件的研发、生产和销售,39.01,20260724161445,510.85,123.28,3.0,179.8318571227,45.5751407603,30.8779325529,35.56,56.119054,175.766126579,25.0972998452,17.7344363501,15.97,43.156843,113.5748710293,8.8473466729,7.3893793188,5.26,33.722167,31.3780386166,5.728986495,3.9503075673,3.39,37.019963,17.2948585004,1.0254716048,-2.3491227567,0.6,31.857901,0.8352085197965793,5,长晶设备工艺、客户验证和硅材料全流程装备平台构成高转换成本,fail,fail,pass,pass,pass,2025年年度报告,2026-04-11,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300316&announcementId=1225095476&orgId=9900022122&announcementTime=2026-04-11,https://static.cninfo.com.cn/finalpage/2026-04-11/1225095476.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SZ300316,https://qt.gtimg.cn/q=sz300316,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,3,0,False,8.5,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,动态PE偏高；ROE不足且无明确改善
300751,迈为股份,光伏-加工设备,中,智能制造装备的设计、研发、生产与销售,181.3,20260724161433,505.65,74.63,6.53,80.8854915274,9.138962615,7.5525935206,13.53,69.603366,98.3035663551,9.2590635723,0.5612997492,12.56,68.426528,81.5197859886,7.2161540043,-6.9807597834,9.32,63.386549,22.2867085237,1.6208318527,-3.5175355499,2.13,66.830756,13.3684948012,1.1802045925,19.4969968825,1.48,65.434335,-0.9673795458412151,5,高效电池整线设备研发、专利与客户验证壁垒高，技术路线切换风险显著,fail,fail,fail,fail,pass,2025年年度报告,2026-04-28,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300751&announcementId=1225211530&orgId=9900035516&announcementTime=2026-04-28,https://static.cninfo.com.cn/finalpage/2026-04-28/1225211530.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SZ300751,https://qt.gtimg.cn/q=sz300751,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,1,0,False,4.5,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,动态PE偏高；ROE不足且无明确改善；经营现金流/净利不达70%或仍亏损；负债率越线
600438,通威股份,光伏-硅料/电池,中,高纯晶硅、电池片与农牧业务,11.14,20260724161447,501.52,-5.33,1.43,1391.0406208452,135.7390013237,306.7930397117,22.59,55.08155,919.9440433354,-70.3875739254,11.4373592337,-12.77,70.436857,841.2828170314,-95.5342588406,13.7918534461,-21.95,72.633762,159.3340053291,-25.9275047639,-14.5655235606,-6.52,72.250906,121.2507969856,-24.4441490075,-26.5565051979,-6.49,74.230636,-0.14436552513702822,4,高纯晶硅与电池片规模成本领先，但供给过剩令成本壁垒暂时失效,fail,fail,fail,fail,pass,通威股份有限公司2025年年度报告,2026-04-30,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600438&announcementId=1225259224&orgId=gssh0600438&announcementTime=2026-04-30,https://static.cninfo.com.cn/finalpage/2026-04-30/1225259224.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH600438,https://qt.gtimg.cn/q=sh600438,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,1,0,False,4.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,亏损/动态PE无意义；ROE不足且无明确改善；经营现金流/净利不达70%或仍亏损；负债率越线
688223,晶科能源,光伏-组件,高,光伏电池组件一体化,4.05,20260724161437,415.91,-6.08,1.67,1186.8177852112,74.4047724396,248.1637395397,24.19,73.992516,924.7132723109,0.9892756218,78.6703223032,0.3,71.991511,654.9186906027,-68.8151230112,20.0040025968,-23.86,77.198762,138.428551756,-13.8971361193,-26.1961179798,-4.4,72.720257,122.4762553056,-13.5012711587,-8.3173057766,-5.4,76.489391,-0.2906919543476548,4,全球组件品牌、渠道和N型量产能力较强，组件同质化压制定价权,fail,fail,fail,fail,pass,晶科能源2025年年度报告,2026-04-30,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688223&announcementId=1225261496&orgId=9900017709&announcementTime=2026-04-30,https://static.cninfo.com.cn/finalpage/2026-04-30/1225261496.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH688223,https://qt.gtimg.cn/q=sh688223,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,1,0,False,5.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,亏损/动态PE无意义；ROE不足且无明确改善；经营现金流/净利不达70%或仍亏损；负债率越线
603806,福斯特,光伏-胶膜,高,光伏封装胶膜与背板,13.75,20260724161450,358.7,52.72,2.27,225.8852667013,18.5016193763,-0.2608365382,12.52,27.654006,191.4742426831,13.0755952496,43.8875185115,8.19,21.658415,154.9080312061,7.6967626823,14.6245108459,4.72,19.519748,36.2438147409,4.0112350351,-4.3562323838,2.41,21.041269,33.7251956587,3.117886116,-1.1776738097,1.88,19.978234,1.9000859776450587,4,胶膜配方、客户验证和规模制造积累深，行业降价侵蚀盈利壁垒,fail,fail,pass,pass,pass,福斯特2025年年度报告,2026-04-09,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603806&announcementId=1225084000&orgId=9900023130&announcementTime=2026-04-09,https://static.cninfo.com.cn/finalpage/2026-04-09/1225084000.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH603806,https://qt.gtimg.cn/q=sh603806,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,3,0,False,9.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,动态PE偏高；ROE不足且无明确改善
688303,大全能源,光伏-设备/材料,中,"主要从事高纯多晶硅的研发、制造与销售。高纯多晶硅是太阳能光伏行业的基础材料,其质量直接影响下游产品的关键性能。",16.72,20260724161451,358.68,-26.14,0.94,163.2908148055,57.6269624554,87.4134963066,13.3,13.444722,74.1051843116,-27.1813239581,-53.8607715326,-6.48,9.145894,48.3852609999,-11.2916785767,-15.7738714172,-2.85,8.620948,9.072464027,-5.5801537185,-8.1072173362,-1.4,8.256928,1.8853632897,-8.0081329072,-12.4512806979,-2.08,7.411107,1.396946548739782,4,电子级生产控制、高纯硅规模和成本能力，过剩周期削弱盈利壁垒,fail,fail,fail,pass,pass,新疆大全新能源股份有限公司2025年年度报告,2026-04-21,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688303&announcementId=1225132631&orgId=gfbj0837316&announcementTime=2026-04-21,https://static.cninfo.com.cn/finalpage/2026-04-21/1225132631.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH688303,https://qt.gtimg.cn/q=sh688303,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,2,0,False,6.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,亏损/动态PE无意义；ROE不足且无明确改善；经营现金流/净利不达70%或仍亏损
002056,横店东磁,光伏-电池组件,中,主要从事磁性材料+器件、光伏+锂电两大产业群相关产品的研发、生产、销售以及提供一站式技术解决方案的服务。,21.18,20260724161442,344.54,19.37,3.43,197.3322165163,18.1841799133,38.9983287426,22.07,56.649503,185.5857665765,18.2677360284,35.2238039071,19.41,57.582656,225.8636692157,18.5117946316,32.5811146645,17.42,59.680798,52.2230756129,4.5806001995,2.6488302482,4.45,55.03478,54.7916618184,3.8589136156,4.2760545516,3.57,60.500798,1.7600192370805254,4,磁材工艺与欧洲光伏渠道认证并存，双产业群降低单一主题纯度,pass,pass,pass,pass,pass,2025年年度报告,2026-03-28,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002056&announcementId=1225044458&orgId=9900000141&announcementTime=2026-03-28,https://static.cninfo.com.cn/finalpage/2026-03-28/1225044458.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SZ002056,https://qt.gtimg.cn/q=sz002056,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,5,0,True,12.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,保留,五项达标，进入第三层精细分析
002129,TCL中环,光伏-硅片,高,单晶硅片与新能源材料,8.5,20260724161439,343.66,-3.82,1.72,591.4646319295,34.1605896607,51.8116266785,8.83,51.834602,284.1850423563,-98.1836492798,28.3934193685,-27.26,63.000776,290.5024764035,-92.6378883865,11.4374690331,-35.2,66.728821,61.0109982303,-19.0634769429,4.9069890245,-6.36,64.31982,65.49096744,-16.4670038344,3.0436033841,-7.81,68.187898,-0.12346426750770766,4,大尺寸硅片技术和规模制造积累，过剩周期削弱成本优势,fail,fail,fail,fail,pass,2025年年度报告,2026-03-25,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002129&announcementId=1225029362&orgId=9900002703&announcementTime=2026-03-25,https://static.cninfo.com.cn/finalpage/2026-03-25/1225029362.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SZ002129,https://qt.gtimg.cn/q=sz002129,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,1,0,False,5.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,亏损/动态PE无意义；ROE不足且无明确改善；经营现金流/净利不达70%或仍亏损；负债率越线
688472,阿特斯,光伏-电池组件,中,光伏组件和大型储能系统产品制造商,9.3,20260724161457,338.81,22.77,1.46,513.0956077753,29.0337446039,82.345764065,17.2,67.34374,461.6500932663,22.4735017649,24.3023871319,10.15,64.998154,402.5573585924,10.1577141747,70.7515517927,4.41,63.651727,85.8558152355,0.4725823474,13.8503471322,0.21,65.556699,71.2946861621,5.1941506456,-1.5730449773,2.21,62.488562,6.96530248595911,4,全球组件渠道、大储系统集成与项目开发经验，制造环节同质化较强,pass,fail,pass,fail,pass,阿特斯阳光电力集团股份有限公司2025年年度报告,2026-04-28,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688472&announcementId=1225222664&orgId=9900032673&announcementTime=2026-04-28,https://static.cninfo.com.cn/finalpage/2026-04-28/1225222664.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH688472,https://qt.gtimg.cn/q=sh688472,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,3,0,False,8.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,ROE不足且无明确改善；负债率越线
603699,纽威股份,核电-阀门,中,工业阀门，核电为重要高端场景,41.81,20260724161446,324.15,19.26,7.71,55.4446150144,7.2179706572,6.3700479759,20.65,51.467485,62.3774680994,11.5557773006,11.1157797392,28.66,49.307686,77.6773614673,16.0090403519,21.9283922753,34.45,55.599293,15.5589742093,2.6269398846,3.2543657641,5.89,46.031125,18.1306100157,3.451853969,2.9447504109,7.27,52.224844,1.369750578003726,4,工业阀门认证、全球客户与高端工况业绩构成壁垒，核电仅为应用场景之一,pass,pass,pass,pass,pass,纽威股份2025年年度报告,2026-04-18,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603699&announcementId=1225117385&orgId=9900022929&announcementTime=2026-04-18,https://static.cninfo.com.cn/finalpage/2026-04-18/1225117385.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH603699,https://qt.gtimg.cn/q=sh603699,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,5,0,True,12.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,保留,五项达标，进入第三层精细分析
603606,东方电缆,海上风电-海缆,高,海缆与海洋工程系统,39.25,20260724161453,323.74,23.77,3.99,73.1004401846,10.0003950751,11.9047213758,17.01,40.877372,90.9252178568,10.0815725906,11.1266676182,15.3,43.637906,108.4348283321,12.7140889919,19.647475692,16.83,46.68671,21.4700364002,2.8090802701,-4.3172192071,4.01,40.818717,28.8296030055,3.7154203226,-9.7265962312,4.39,47.454534,1.5453309871055,5,高压/海缆历史业绩、资质、码头产能和EPCI交付形成强准入与工程壁垒,pass,pass,pass,pass,pass,东方电缆2025年年度报告,2026-03-28,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603606&announcementId=1225047125&orgId=9900023122&announcementTime=2026-03-28,https://static.cninfo.com.cn/finalpage/2026-03-28/1225047125.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH603606,https://qt.gtimg.cn/q=sh603606,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,5,0,True,13.5,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,保留,五项达标，进入第三层精细分析
600956,新天绿能,风电-运营,中,"聚焦于风力发电、光伏发电业务及天然气销售业务,主营业务中的其他各项业务系公司利用其在天然气领域及风力发电领域的资源和技术优势开展的配套或延伸业务",7.15,20260724161441,321.77,20.27,1.3,202.8178888353,22.0747353019,48.5168357995,10.7,66.158032,213.7212449283,16.7236702097,37.2078883578,7.82,67.729255,198.3081913701,18.2633354828,72.9669220157,8.12,66.304168,69.1085420278,9.5449142138,22.466278334,4.3,66.766303,56.1941657445,7.1561144936,13.9074639108,2.74,66.10005,3.995268119803122,4,河北风资源、区域项目和天然气管网协同，国企融资与运营规模形成壁垒,pass,pass_relaxed_heavy_asset,pass,pass_relaxed_utility,pass,新天绿能2025年年度报告,2026-03-26,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600956&announcementId=1225032266&orgId=9900015548&announcementTime=2026-03-26,https://static.cninfo.com.cn/finalpage/2026-03-26/1225032266.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH600956,https://qt.gtimg.cn/q=sh600956,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,5,0,True,12.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,保留,五项达标，进入第三层精细分析
300776,帝尔激光,光伏-加工设备,中,精密激光加工解决方案的设计及其配套设备的研发、生产和销售,110.56,20260724161448,315.36,60.67,8.24,16.088969424,4.6118720035,7.7669963821,16.09,55.284541,20.1435149822,5.2761134235,-1.6383672604,16.25,47.673663,20.3310351921,5.1922332709,1.1635392596,14.09,41.10455,5.6107086957,1.6312473377,-1.8013957897,4.59,46.397017,4.2260888288,1.6365741138,2.4055313004,4.09,39.491373,0.2240922545065694,4,光伏精密激光工艺、专利和头部客户验证构成设备转换成本,fail,near,fail,pass,pass,2025年年度报告,2026-03-31,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300776&announcementId=1225055756&orgId=gfbj0835053&announcementTime=2026-03-31,https://static.cninfo.com.cn/finalpage/2026-03-31/1225055756.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SZ300776,https://qt.gtimg.cn/q=sz300776,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,2,1,False,7.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,动态PE偏高；经营现金流/净利不达70%或仍亏损
603308,应流股份,核电-核心部件,中,核电/航空高端铸件与零部件,44.1,20260724161435,299.46,79.48,6.02,24.1193440359,3.0326311142,2.3386605101,6.95,52.881341,25.1346146422,2.8638077562,0.9927137637,6.33,56.133711,29.1882640468,3.4864149458,2.5641740963,7.25,58.38347,6.625728736,0.920431287,-1.5695795673,1.97,57.091638,8.8872279532,1.2016523996,-1.5359244096,2.35,59.824211,0.735475878850565,4,核电和航空高端铸件认证、材料工艺与客户验证周期长,fail,fail,pass,pass,pass,应流股份2025年年度报告,2026-04-24,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=603308&announcementId=1225157972&orgId=9900023247&announcementTime=2026-04-24,https://static.cninfo.com.cn/finalpage/2026-04-24/1225157972.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH603308,https://qt.gtimg.cn/q=sh603308,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,3,0,False,8.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,动态PE偏高；ROE不足且无明确改善
600483,福能股份,海上风电/核电权益,中,风电、热电并持有核电权益,10.69,20260724161451,297.2,10.41,1.11,146.9491879623,26.2347496892,46.2545527995,12.52,44.855365,145.6328530871,27.9323961931,46.8523665365,11.84,38.496811,137.5068761535,29.5718269633,51.0922667233,11.27,41.815203,30.974862508,7.5180606316,10.8691094433,2.93,37.779343,29.3637198608,6.4978014048,8.1577493923,2.34,40.442804,1.7277345355330214,4,福建优质风资源、区域项目和电网接入，海风资产利用小时较高,pass,pass_relaxed_heavy_asset,pass,pass,pass,福能股份2025年年度报告,2026-04-23,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=600483&announcementId=1225147709&orgId=gssh0600483&announcementTime=2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225147709.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH600483,https://qt.gtimg.cn/q=sh600483,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,5,0,True,12.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,保留,五项达标，进入第三层精细分析
002487,大金重工,海上风电-基础,高,海上风电单桩、塔筒与海工交付,38.19,20260724161442,282.64,21.63,3.27,43.2508196961,4.2515719653,8.086988238,6.32,32.378553,37.7965057021,4.7387486706,10.8345098985,6.68,37.103951,61.7355024646,11.0329742475,12.2707229633,14.18,42.857316,11.4071158307,2.3095396497,-2.7788531705,3.13,41.136251,19.0695184938,4.3463800075,4.375352315,5.12,37.114521,1.1121863142280484,4,欧洲海工交付记录、重装码头和DAP运输能力构成稀缺出口壁垒,pass,pass_relaxed_improving,pass,pass,pass,2025年年度报告,2026-03-06,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002487&announcementId=1224997956&orgId=9900014996&announcementTime=2026-03-06,https://static.cninfo.com.cn/finalpage/2026-03-06/1224997956.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SZ002487,https://qt.gtimg.cn/q=sz002487,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,5,0,True,13.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,保留,五项达标，进入第三层精细分析
300763,锦浪科技,风光-逆变器,高,光伏并网逆变器及储能逆变器,63.69,20260724161433,253.53,41.58,2.83,61.0083698728,7.793574322,3.8304012002,10.78,64.079331,65.4220420251,6.911577204,20.5056412924,8.61,60.482424,69.5164373895,7.4321329313,22.0338896376,8.59,53.268234,15.176424359,1.9470364778,2.4860991928,2.31,58.527566,14.1879112112,0.611644102,-0.2957770714,0.67,51.941233,2.964679162936597,4,逆变器认证、海外渠道和长期服务能力，规模弱于全球双龙头,fail,fail,pass,pass,pass,2025年年度报告,2026-04-27,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300763&announcementId=1225187516&orgId=gfbj0835481&announcementTime=2026-04-27,https://static.cninfo.com.cn/finalpage/2026-04-27/1225187516.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SZ300763,https://qt.gtimg.cn/q=sz300763,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,3,0,False,9.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,动态PE偏高；ROE不足且无明确改善
601615,明阳智能,海上风电-整机,高,大型风机整机与新能源电站,10.96,20260724161438,247.86,64.8,0.95,281.2384343814,3.767221283,-25.9026797193,1.34,66.069174,271.5831671794,3.4611449348,-24.0316682184,1.31,68.588764,380.9496926443,6.5987373273,-55.3807206959,2.49,71.711397,77.0361757677,3.0206061588,-21.7832259443,1.14,68.695391,86.6263601179,0.2465852164,-39.1019377992,0.09,71.8831,-8.392623914090558,4,海上大兆瓦半直驱与抗台风技术、2025海风装机份额居前，财务兑现弱,fail,fail,fail,fail,pass,明阳智慧能源集团股份公司2025年年度报告,2026-04-29,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601615&announcementId=1225246044&orgId=9900036760&announcementTime=2026-04-29,https://static.cninfo.com.cn/finalpage/2026-04-29/1225246044.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH601615,https://qt.gtimg.cn/q=sh601615,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,1,0,False,5.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,动态PE偏高；ROE不足且无明确改善；经营现金流/净利不达70%或仍亏损；负债率越线
002266,浙富控股,核电-设备/环保,中,核电水工设备与危废资源化双主业,4.42,20260724161403,230.69,15.92,1.87,189.5080057107,10.2562610981,12.795558287,9.54,49.807202,209.1194394947,9.7148513102,15.3992311686,8.76,53.418761,232.1356189165,11.177602996,0.312871988,9.61,55.784104,49.3742207217,2.7081142379,-4.6617394044,2.37,54.585085,61.8245977819,6.02295399,13.4857762664,4.88,54.021828,0.02799097338776157,3,核电水工设备资质与危废牌照并存，但双主业削弱主题纯度,pass,fail,fail,pass,pass,2025年年度报告,2026-04-29,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=002266&announcementId=1225226528&orgId=9900005075&announcementTime=2026-04-29,https://static.cninfo.com.cn/finalpage/2026-04-29/1225226528.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SZ002266,https://qt.gtimg.cn/q=sz002266,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,3,0,False,7.5,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,ROE不足且无明确改善；经营现金流/净利不达70%或仍亏损
601016,节能风电,风电-运营,高,风电项目开发运营,3.46,20260724161452,226.44,45.48,1.27,51.1590599058,15.116978764,33.0965064443,9.18,58.225257,50.269775881,13.3005444479,33.5399982809,7.71,58.413031,44.9543997542,6.8570262617,39.3607717187,3.89,58.908685,13.0751563016,3.9179198305,7.4883917933,2.21,57.820969,11.2186939374,2.0399259211,5.9673142845,1.15,59.051721,5.740210145985593,3,央企融资和风资源项目积累，发电端同质化且无定价权,fail,fail,pass,pass,pass,中节能风力发电股份有限公司2025年年度报告,2026-04-22,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601016&announcementId=1225138190&orgId=9900029306&announcementTime=2026-04-22,https://static.cninfo.com.cn/finalpage/2026-04-22/1225138190.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH601016,https://qt.gtimg.cn/q=sh601016,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,3,0,False,8.5,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,动态PE偏高；ROE不足且无明确改善
688349,三一重能,风电-整机,高,风电整机、叶片及电站建设运营,14.15,20260724161455,225.46,20.82,1.62,149.3888,20.06537,10.89104,16.77,61.668436,177.9166,18.11983,-4.0035,13.83,66.853671,273.80358,7.12212,-8.95531,5.16,68.843885,21.87174,-1.91256,1.69108,-1.4,67.517432,39.84749,1.79398,-22.28017,1.26,67.137712,-1.257393865871398,4,整机与叶片纵向一体化、规模制造及集团供应链协同,pass,fail,fail,fail,pass,三一重能2025年年度报告,2026-04-23,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=688349&announcementId=1225152315&orgId=9900047297&announcementTime=2026-04-23,https://static.cninfo.com.cn/finalpage/2026-04-23/1225152315.PDF,,https://emweb.securities.eastmoney.com/PC_HSF10/NewFinanceAnalysis/ZYZBAjaxNew?type=0&code=SH688349,https://qt.gtimg.cn/q=sh688349,一致,财务=东方财富F10(AkShare)并附巨潮2025年报；动态PE/PB=腾讯2026-07-24；市值已由腾讯/东方财富双源核对,2,0,False,7.0,63,0F708D0FC842B223DBB28D5C54AAD96D1D649728EF47CBB877D90CEDCAF8EBAF,淘汰/观察,ROE不足且无明确改善；经营现金流/净利不达70%或仍亏损；负债率越线
